Card_Id,Ink,Image,Cost,Inkable,Name,Type,Body_Text,Classifications,Lore,Willpower,Strength,Move_Cost,KeywordAbilities,Abilities
2_144,Sapphire,https://lorcana-api.com/images/cruella_de_vil/fashionable_cruiser/cruella_de_vil-fashionable_cruiser-large.png,2,True,Cruella De Vil - Fashionable Cruiser,Character,"Now Get Going: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)","Dreamborn, Villain",1.0,2.0,3.0,,Evasive,['Now Get Going']
2_145,Sapphire,https://lorcana-api.com/images/cruella_de_vil/perfectly_wretched/cruella_de_vil-perfectly_wretched-large.png,5,True,Cruella De Vil - Perfectly Wretched,Character,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Cruella De Vil.)
Oh, No You Don't: Whenever this character quests, chosen opposing character gets -2 {s} this turn.","Floodborn, Villain",2.0,3.0,4.0,,Shift 3,"['Shift 3', ""Oh, No You Don't""]"
2_146,Sapphire,https://lorcana-api.com/images/duke_weaselton/small-time_crook/duke_weaselton-small-time_crook-large.png,2,True,Duke Weaselton - Small-Time Crook,Character,Ward (Opponents can't choose this character except to challenge.),Storyborn,2.0,2.0,1.0,,Ward,['Ward']
2_147,Sapphire,https://lorcana-api.com/images/gaston/intellectual_powerhouse/gaston-intellectual_powerhouse-large.png,6,False,Gaston - Intellectual Powerhouse,Character,"Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Gaston.)
Developed Brain: When you play this character, look at the top 3 cards of your deck. You may put one into your hand. Put the rest on the bottom of your deck in any order.","Floodborn, Villain",3.0,4.0,4.0,,Shift 4,"['Shift 4', 'Developed Brain']"
2_148,Sapphire,https://lorcana-api.com/images/grand_pabbie/oldest_and_wisest/grand_pabbie-oldest_and_wisest-large.png,7,False,Grand Pabbie - Oldest And Wisest,Character,"Ancient Insight: Whenever you remove 1 or more damage from one of your characters, gain 2 lore.","Storyborn, Mentor",3.0,6.0,3.0,,,['Ancient Insight']
2_149,Sapphire,https://lorcana-api.com/images/hiram_flaversham/toymaker/hiram_flaversham-toymaker-large.png,4,True,Hiram Flaversham - Toymaker,Character,"Artificer: When you play this character and whenever he quests, you may banish one of your items to draw 2 cards.","Storyborn, Inventor",1.0,6.0,1.0,,,['Artificer']
2_15,Amber,https://lorcana-api.com/images/mulan/free_spirit/mulan-free_spirit-large.png,3,True,Mulan - Free Spirit,Character,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)","Dreamborn, Hero, Princess",2.0,3.0,2.0,,Support,['Support']
2_150,Sapphire,https://lorcana-api.com/images/james/role_model/james-role_model-large.png,4,False,James - Role Model,Character,"Never, Ever Lose Sight: When this character is banished, you may put this card into your inkwell facedown and exerted.","Storyborn, Mentor",2.0,3.0,3.0,,,"['Never, Ever Lose Sight']"
2_151,Sapphire,https://lorcana-api.com/images/jasmine/heir_of_agrabah/jasmine-heir_of_agrabah-large.png,1,True,Jasmine - Heir Of Agrabah,Character,"I'm A Fast Learner: When you play this character, remove up to 1 damage from chosen character of yours.","Storyborn, Hero, Princess",1.0,2.0,1.0,,,"[""I'm A Fast Learner""]"
2_152,Sapphire,https://lorcana-api.com/images/judy_hopps/optimistic_officer/judy_hopps-optimistic_officer-large.png,3,True,Judy Hopps - Optimistic Officer,Character,"Don't Call Me Cute: When you play this character, you may banish chosen item. Its player draws a card.","Storyborn, Hero",2.0,3.0,2.0,,,"[""Don't Call Me Cute""]"
2_153,Sapphire,https://lorcana-api.com/images/mrs._judson/housekeeper/mrs._judson-housekeeper-large.png,4,False,Mrs. Judson - Housekeeper,Character,"Tidy Up: Whenever you play a Floodborn character, you may put the top card of your deck into your inkwell facedown and exerted.","Storyborn, Ally",2.0,5.0,1.0,,,['Tidy Up']
2_154,Sapphire,https://lorcana-api.com/images/nick_wilde/wily_fox/nick_wilde-wily_fox-large.png,4,True,Nick Wilde - Wily Fox,Character,"It's Called A Hustle: When play this character, you may return an item card name Pawpsicle from your discard to your hand.","Storyborn, Ally",2.0,4.0,2.0,,,"[""It's Called A Hustle""]"
2_155,Sapphire,https://lorcana-api.com/images/noi/orphaned_thief/noi-orphaned_thief-large.png,2,True,Noi - Orphaned Thief,Character,"Hide And Seek: While you have an item in play, this character gains Resist +1 and Ward. (Damage dealt to this character is reduced by 1. Opponents can't choose this character except to challenge.)","Storyborn, Ally",2.0,2.0,1.0,,"Resist +1, Ward",['Hide And Seek']
2_156,Sapphire,https://lorcana-api.com/images/owl/logical_lecturer/owl-logical_lecturer-large.png,1,True,Owl - Logical Lecturer,Character,,"Storyborn, Ally",1.0,2.0,2.0,,,[]
2_157,Sapphire,https://lorcana-api.com/images/prince_charming/heir_to_the_throne/prince_charming-heir_to_the_throne-large.png,4,True,Prince Charming - Heir To The Throne,Character,,"Dreamborn, Hero, Prince",3.0,3.0,3.0,,,[]
2_158,Sapphire,https://lorcana-api.com/images/rabbit/reluctent_host/rabbit-reluctent_host-large.png,5,True,Rabbit - Reluctant Host,Character,,"Storyborn, Ally",2.0,6.0,4.0,,,[]
2_159,Sapphire,https://lorcana-api.com/images/sisu/dvine_water_dragon/sisu-dvine_water_dragon-large.png,4,False,Sisu - Divine Water Dragon,Character,"I Trust You: Whenever this character quests, look at the top 2 cards of your deck. You may put one into your hand. Put the rest on the bottom of your deck in any order.","Storyborn, Hero, Deity, Dragon",2.0,4.0,2.0,,,['I Trust You']
2_16,Amber,https://lorcana-api.com/images/mulan/reflecting/mulan-reflecting-large.png,4,True,Mulan - Reflecting,Character,"Shift 2 (You may pay 2 {i} to play this on top of one of your characters named Mulan.)

Honor To The Ancestors - Whenever this character quests, you may reveal the top card of your deck. If it's a song card, you may play it for free. Otherwise, put it on the top of your deck.","Floodborn, Hero, Princess",2.0,3.0,3.0,,Shift 2,"['Shift 2', 'Honor To The Ancestors']"
2_160,Sapphire,https://lorcana-api.com/images/the_nokk/water_spirit/the_nokk-water_spirit-large.png,4,True,The Nokk - Water Spirit,Character,Ward (Opponents can't choose this character except to challenge.),Storyborn,1.0,3.0,4.0,,Ward,['Ward']
2_161,Sapphire,https://lorcana-api.com/images/winnie_the_pooh/having_a_think/winnie_the_pooh-having_a_think-large.png,3,True,Winnie The Pooh - Having A Think,Character,"Hunny Pot: Whenever this character quests, you may put a card from your hand into your inkwell facedown.","Storyborn, Hero",2.0,3.0,2.0,,,['Hunny Pot']
2_17,Amber,https://lorcana-api.com/images/nana/darling_family_pet/nana-darling_family_pet-large.png,2,True,Nana - Darling Family Pet,Character,"Nursemaid - Whenever you play a Floodborn character, you may remove all damage from chosen character.","Storyborn, Ally",1.0,3.0,1.0,,,['Nursemaid']
2_171,Steel,https://lorcana-api.com/images/beast/forbidding_recluse/beast-forbidding_recluse-large.png,4,True,Beast - Forbidding Recluse,Character,"You're Not Welcome Here: When you play this character, you may deal 1 damage to chosen character.","Dreamborn, Hero, Prince",1.0,4.0,3.0,,,"[""You're Not Welcome Here""]"
2_172,Steel,https://lorcana-api.com/images/beast/self_protector/beast-self_protector-large.png,6,True,Beast - Selfless Protector,Character,"Shield Another: Whenever one of your other character would be dealt damage, put that many damage counters on this character instead.","Storyborn, Hero, Prince",1.0,8.0,2.0,,,['Shield Another']
2_173,Steel,https://lorcana-api.com/images/beast/tragic_hero/beast-tragic_hero-large.png,5,True,Beast - Tragic Hero,Character,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Beast.)
It's Better This Way: At the start of your turn, if this character has no damage, draw a card. Otherwise, he gets +4 {s} this turn.","Floodborn, Hero, Prince",2.0,5.0,3.0,,Shift 3,"['Shift 3', ""It's Better This Way""]"
2_174,Steel,https://lorcana-api.com/images/benja/gaurdian_of_the_dragon_gem/benja-gaurdian_of_the_dragon_gem-large.png,3,True,Benja - Guardian of the Dragon Gem,Character,"We Have A Choice: When you play this character, you may banish chosen item.","Storyborn, Mentor, King",2.0,3.0,2.0,,,['We Have A Choice']
2_175,Steel,https://lorcana-api.com/images/chief_bogo/respected_officer/chief_bogo-respected_officer-large.png,4,False,Chief Bogo - Respected Officer,Character,"Insubordination!: Whenever you play a Floodborn character, deal 1 damage to each opposing character.",Dreamborn,2.0,4.0,2.0,,,['Insubordination!']
2_176,Steel,https://lorcana-api.com/images/cinderella/knight_in_training/cinderella-knight_in_training-large.png,2,True,Cinderella - Knight In Training,Character,"Have Courage: When you play this character, you may draw a card, then choose and discard a card.","Dreamborn, Hero, Princess, Knight",1.0,2.0,2.0,,,['Have Courage']
2_177,Steel,https://lorcana-api.com/images/cinderella/stouthearted/cinderella-stouthearted-large.png,7,True,Cinderella - Stouthearted,Character,"Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Cinderella.) Resist +2 (Damage dealt to this character is reduced by 2.) The Singing Sword: Whenever you play a song, this character may challenge ready characters this turn.","Floodborn, Hero, Princess, Knight",3.0,5.0,5.0,,"Shift 5, Resist +2","['Shift 5', 'Resist +2', 'The Singing Sword']"
2_178,Steel,https://lorcana-api.com/images/donald_duck/deep-sea_diver/donald_duck-deep-sea_diver-large.png,5,True,Donald Duck - Deep-Sea Diver,Character,,"Dreamborn, Hero",1.0,5.0,6.0,,,[]
2_179,Steel,https://lorcana-api.com/images/eli_la_bouff/big_daddy/eli_la_bouff-big_daddy-large.png,4,True,Eli La Bouff - Big Daddy,Character,,"Storyborn, Mentor",2.0,5.0,2.0,,,[]
2_18,Amber,https://lorcana-api.com/images/piglet/very_small_animal/piglet-very_small_animal-large.png,3,True,Piglet - Very Small Animal,Character,,"Storyborn, Ally",2.0,4.0,2.0,,,[]
2_180,Steel,https://lorcana-api.com/images/goofy/knight_for_a_day/goofy-knight_for_a_day-large.png,9,True,Goofy - Knight for a Day,Character,,"Dreamborn, Hero, Knight",4.0,10.0,10.0,,,[]
2_181,Steel,https://lorcana-api.com/images/hercules/divine_hero/hercules-divine_hero-large.png,6,True,Hercules - Divine Hero,Character,"Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Hercules.)

Resist +2 (Damage dealth to this character is reduced by 2.)","Floodborn, Hero, Prince, Deity",2.0,3.0,6.0,,"Shift 4, Resist +2","['Shift 4', 'Resist +2']"
2_182,Steel,https://lorcana-api.com/images/hercules/hero_in_training/hercules-hero_in_training-large.png,2,True,Hercules - Hero In Training,Character,,"Storyborn, Hero, Prince",1.0,3.0,2.0,,,[]
2_183,Steel,https://lorcana-api.com/images/jafar/dreadnought/jafar-dreadnought-large.png,4,True,Jafar - Dreadnought,Character,"Shift 2 (You may pay 2 {i} to play this on top of one of your characters named Jafar.)

Now Where Were We?: During your turn, whenever this character banishes another character in a challenge, you may draw a card.","Floodborn, Villain, Sorcerer",1.0,4.0,3.0,,Shift 2,"['Shift 2', 'Now Where Were We?']"
2_184,Steel,https://lorcana-api.com/images/jafar/royal_vizier/jafar-royal_vizier-large.png,3,True,Jafar - Royal Vizier,Character,"I Don't Trust Him, Sire: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)","Storyborn,Villain, Deity",1.0,2.0,3.0,,Evasive,"[""I Don't Trust Him, Sire""]"
2_185,Steel,https://lorcana-api.com/images/kronk/junior_chipmunk/kronk-junior_chipmunk-large.png,6,True,Kronk - Junior Chipmunk,Character,"Resist +1 (Damage dealt to this character is reduced by 1.)

Scout Leader: During your turn, whenever this character banishes another character in a challenge, you may deal 2 damage to chosen character.","Storyborn, Ally",2.0,5.0,4.0,,Resist +1,"['Resist +1', 'Scout Leader']"
2_186,Steel,https://lorcana-api.com/images/lawrence/jealous_manservant/lawrence-jealous_manservant-large.png,3,True,Lawrence - Jealous Manservant,Character,"Payback: While this character has no damage, he gets +4 {s}.","Storyborn, Ally",2.0,4.0,0.0,,,['Payback']
2_187,Steel,https://lorcana-api.com/images/li_shang/archery_instructor/li_shang-archery_instructor-large.png,5,True,Li Shang - Archery Instructor,Character,"Archery Lesson: Whenever this character quests, your characters gain Evasive this turn. (They can challenge characters with Evasive.)","Storyborn, Hero",2.0,6.0,3.0,,Evasive,['Archery Lesson']
2_188,Steel,https://lorcana-api.com/images/magic_broom/industrial_model/magic_broom-industrial_model-large.png,3,True,Magic Broom - Industrial Model,Character,"Make It Shine: When you play this character, chosen character gains Resist +1 until the start of your next turn. (Damage dealt to them is reduced by 1.)","Dreamborn, Broom",1.0,3.0,2.0,,Resist +1,['Make It Shine']
2_189,Steel,https://lorcana-api.com/images/namaari/morning_mist/namaari-morning_mist-large.png,4,False,Namaari - Morning Mist,Character,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)

Blades: This character can challenge ready characters.","Storyborn, Villain, Princess",1.0,4.0,2.0,,Bodyguard,"['Bodyguard', 'Blades']"
2_19,Amber,https://lorcana-api.com/images/rapunzel/gifted_artist/rapunzel-gifted_artist-large.png,5,True,Rapunzel - Gifted Artist,Character,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Rapunzel.)

Let Your Power Shine - Whenever you remove 1 or more damage from one of your characters, you may draw a card.","Floodborn, Hero, Princess",2.0,6.0,0.0,,Shift 3,"['Shift 3', 'Let Your Power Shine']"
2_190,Steel,https://lorcana-api.com/images/pacha/village_leader/pacha-village_leader-large.png,6,True,Pacha - Village Leader,Character,,"Storyborn, Hero",2.0,8.0,4.0,,,[]
2_191,Steel,https://lorcana-api.com/images/prince_naveen/penniless_royal/prince_naveen-penniless_royal-large.png,3,True,Prince Naveen - Penniless Royal,Character,"Resist +1 (Damage dealt to this character is reduced by 1.)

Scout Leader: During your turn, whenever this character banishes another character in a challenge, you may deal 2 damage to chosen character. ","Storyborn, Prince",1.0,3.0,4.0,,,"['Resist +1', 'Scout Leader']"
2_192,Steel,https://lorcana-api.com/images/queen_of_hearts/capricious_monarch/queen_of_hearts-capricious_monarch-large.png,7,True,Queen Of Hearts - Capricious Monarch,Character,"Off With Their Heads!: Whenever an opposing character is banished, you may ready this character.","Storyborn, Villain, Queen",1.0,6.0,5.0,,,['Off With Their Heads!']
2_193,Steel,https://lorcana-api.com/images/robin_hood/capable_fighter/robin_hood-capable_fighter-large.png,2,False,Robin Hood - Capable Fighter,Character,Skirmish - {e}  Deal 1 damage to chosen character.,"Dreamborn, Hero",1.0,3.0,1.0,,,['Skirmish']
2_194,Steel,https://lorcana-api.com/images/the_huntsman/reluctant_enforcer/the_huntsman-reluctant_enforcer-large.png,2,True,The Huntsman - Reluctant Enforcer,Character,"Change Of Heart: Whenever this character quests, you may draw a card, then choose and discard a card.","Storyborn, Ally",2.0,1.0,1.0,,,['Change Of Heart']
2_195,Steel,https://lorcana-api.com/images/the_prince/never_gives_up/the_prince-never_gives_up-large.png,3,True,The Prince - Never Gives Up,Character,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)

Resist +1 (Damage dealt to this character is reduced by 1.)","Dreamborn, Hero, Prince",2.0,3.0,1.0,,"Bodyguard, Resist +1","['Bodyguard', 'Resist +1']"
2_196,Steel,https://lorcana-api.com/images/tiana/celebrating_princess/tiana-celebrating_princess-large.png,4,False,Tiana - Celebrating Princess,Character,"Resist +2 (Damage dealt to this character is reduced by 2.)

What You Give Is What You Get: While this character is exerted and you have no cards in your hand, opponents can't play actions.","Dreamborn, Hero, Princess",2.0,4.0,1.0,,Resist +2,"['Resist +2', 'What You Give Is What You Get']"
2_197,Steel,https://lorcana-api.com/images/tiana/diligent_waitress/tiana-diligent_waitress-large.png,1,True,Tiana - Diligent Waitress,Character,,"Storyborn, Hero, Princess",1.0,3.0,1.0,,,[]
2_2,Amber,https://lorcana-api.com/images/christopher_robin/adventurer/christopher_robin-adventurer-large.png,6,True,Christopher Robin - Adventurer,Character,"We'll Always Be Together: Whenever you ready this character, if you have 2 or more other characters in play, gain 2 lore.","Dreamborn, Hero",2.0,6.0,2.0,,,"[""We'll Always Be Together""]"
2_20,Amber,https://lorcana-api.com/images/rapunzel/sunshine/rapunzel-sunshine-large.png,2,True,Rapunzel - Sunshine,Character,Magic Hair - {e}: Remove up to 2 damage from chosen character.,"Dreamborn, Hero, Princess",1.0,4.0,1.0,,,['Magic Hair']
2_21,Amber,https://lorcana-api.com/images/sleepy/nodding_off/sleepy-nodding_off-large.png,2,True,Sleepy - Nodding Off,Character,Yawn! - This character enters play exerted.,"Storyborn, Ally, Seven Dwarfs",2.0,3.0,2.0,,,['Yawn!']
2_22,Amber,https://lorcana-api.com/images/sneezy/very_allergic/sneezy-very_allergic-large.png,2,True,Sneezy - Very Allergic,Character,"Ah Choo! - Whenever you play this character or another Seven Dwarfs character, you may give chosen character -1 {s} this turn.","Storyborn, Ally, Seven Dwarfs",1.0,4.0,1.0,,,['Ah Choo!']
2_23,Amber,https://lorcana-api.com/images/snow_white/lost_in_the_forest/snow_white-lost_in_the_forest-large.png,2,True,Snow White - Lost in the Forest,Character,"I Won't Hurt You - When you play this character, you may remove up to 2 damage from chosen character.","Storyborn, Hero, Princess",1.0,3.0,2.0,,,"[""I Won't Hurt You""]"
2_24,Amber,https://lorcana-api.com/images/snow_white/unexpected_houseguest/snow_white-unexpected_houseguest-large.png,2,True,Snow White - Unexpected Houseguest,Character,How Do You Do? - You pay 1 {i} less to play Seven Dwarfs Characters.,"Storyborn, Hero, Princess",1.0,2.0,1.0,,,['How Do You Do?']
2_25,Amber,https://lorcana-api.com/images/snow_white/well_wisher/snow_white-well_wisher-large.png,6,False,Snow White - Well Wisher,Character,"Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Snow White.)

Wishes Come True - Whenever this character quests, you may return a character card from your discard to your hand.","Floodborn, Hero, Princess",2.0,5.0,3.0,,Shift 4,"['Shift 4', 'Wishes Come True']"
2_26,Amber,https://lorcana-api.com/images/the_queen/commanding_presence/the_queen-commanding_presence-large.png,5,True,The Queen - Commanding Presence,Character,"Shift 2 (You may pay 2 {i} to play this on top of one of your characters named The Queen.)

Who is the Fairest? - Whenever this character quests, chosen opposing character gets -4 {s} this turn and chosen character gets +4 {s} this turn.","Floodborn, Villain, Queen",2.0,3.0,4.0,,Shift 2,"['Shift 2', 'Who is the Fairest?']"
2_27,Amber,https://lorcana-api.com/images/the_queen/royal_monarch/the_queen-royal_monarch-large.png,1,True,The Queen - Regal Monarch,Character,,"Storyborn, Villain, Queen",1.0,2.0,2.0,,,[]
2_3,Amber,https://lorcana-api.com/images/cinderella/ballroom_sensation/cinderella-ballroom_sensation-large.png,1,True,Cinderella - Ballroom Sensation,Character,Singer 3 (This character counts as cost 3 to sing songs.),"Storyborn, Hero, Princess",1.0,2.0,1.0,,Singer 3,['Singer 3']
2_35,Amethyst,https://lorcana-api.com/images/arthur/wizard's_apprentice/arthur-wizard's_apprentice-large.png,3,False,Arthur - Wizard's Apprentice,Character,"Student: Whenever this character quests, you may return another chosen character of yours to your hand to gain 2 lore.","Dreamborn, Hero, Sorcerer",1.0,3.0,1.0,,,['Student']
2_36,Amethyst,https://lorcana-api.com/images/blue_fairy/rewarding_good_deeds/blue_fairy-rewarding_good_deeds-large.png,2,True,Blue Fairy - Rewarding Good Deeds,Character,"Evasive (Only characters with Evasive can challenge this character.)
Ethereal Glow: Whenever you play a Floodborn character, you may draw a card.","Storyborn, Ally, Fairy",1.0,1.0,1.0,,Evasive,"['Evasive', 'Ethereal Glow']"
2_37,Amethyst,https://lorcana-api.com/images/chip_the_teacup/gentle_soul/chip_the_teacup-gentle_soul-large.png,1,True,Chip The Teacup - Gentle Soul,Character,,"Storyborn, Ally",1.0,2.0,2.0,,,[]
2_38,Amethyst,https://lorcana-api.com/images/dr._facilier/savvy_opportunist/dr._facilier-savvy_opportunist-large.png,4,True,Dr. Facilier - Savvy Opportunist,Character,Evasive (Only characters with Evasive can challenge this character.),"Storyborn, Villain, Sorcerer",1.0,2.0,4.0,,Evasive,['Evasive']
2_39,Amethyst,https://lorcana-api.com/images/elsa/gloves_off/elsa-gloves_off-large.png,4,True,Elsa - Gloves Off,Character,"Challenger +3 (While challenging, this character gets +3 {s}.)","Storyborn, Hero, Queen, Sorcerer",1.0,4.0,3.0,,Challenger +3,['Challenger +3']
2_4,Amber,https://lorcana-api.com/images/cobra_bubbles/just_a_social_worker/cobra_bubbles-just_a_social_worker-large.png,7,True,Cobra Bubbles - Just a Social Worker,Character,,"Storyborn, Ally",2.0,9.0,5.0,,,[]
2_40,Amethyst,https://lorcana-api.com/images/fairy_godmother/here_to_help/fairy_godmother-here_to_help-large.png,5,True,Fairy Godmother - Here to Help,Character,,"Storyborn, Ally, Fairy",2.0,7.0,3.0,,,[]
2_41,Amethyst,https://lorcana-api.com/images/fairy_godmother/mystic_armorer/fairy_godmother-mystic_armorer-large.png,5,True,Fairy Godmother - Mystic Armorer,Character,"Shift 2 (You may pay 2 {i} to play this on top of one of your characters named Fairy Godmother.)
Forget The Coach, Here's A Sword: Whenever this character quests, your characters gain Challenger +3 and ""When this character is banished in a challenge, return this card to your hand"" this turn. (They get +3 {s} while challenging.)","Floodborn, Mentor, Fairy",2.0,4.0,3.0,,"Shift 2, Challenger +3","['Shift 2', ""Forget The Coach, Here's A Sword""]"
2_42,Amethyst,https://lorcana-api.com/images/fairy_godmother/pure_heart/fairy_godmother-pure_heart-large.png,3,True,Fairy Godmother - Pure Heart,Character,"Just Leave It To Me: Whenever you play a character named Cinderella, you may exert chosen character.","Storyborn, Ally, Fairy",1.0,4.0,3.0,,,['Just Leave It To Me']
2_43,Amethyst,https://lorcana-api.com/images/heihei/persistent_presence/heihei-persistent_presence-large.png,2,True,HeiHei - Persistent Presence,Character,"He's Back: When this character is banished in a challenge, return this card to your hand.","Dreamborn, Ally",1.0,1.0,2.0,,,"[""He's Back""]"
2_44,Amethyst,https://lorcana-api.com/images/jiminy_cricket/pinocchio's_conscience/jiminy_cricket-pinocchio's_conscience-large.png,2,True,Jiminy Cricket - Pinocchio's Conscience,Character,"Evasive (Only characters with Evasive can challenge this character.)
That Still, Small Voice: When you play this character, if you have a character named Pinocchio in play, you may draw a card.","Storyborn, Mentor",1.0,2.0,1.0,,Evasive,"['Evasive', 'That Still, Small Voice']"
2_45,Amethyst,https://lorcana-api.com/images/kuzco/wanted_llama/kuzco-wanted_llama-large.png,2,True,Kuzco - Wanted Llama,Character,"Ok, Where am I?: When this character is banished, you may draw a card.","Storyborn, King",1.0,2.0,1.0,,,"['Ok, Where am I?']"
2_46,Amethyst,https://lorcana-api.com/images/madam_mim/fox/madam_mim-fox-large.png,3,True,Madam Mim - Fox,Character,"Chasing The Rabbit: When you play this character, banish her or return another chosen character of yours to your hand.
Rush (This character can challenge the turn they're played.)","Storyborn, Villain, Sorcerer",1.0,3.0,4.0,,Rush,"['Rush', 'Chasing The Rabbit']"
2_47,Amethyst,https://lorcana-api.com/images/madam_mim/purple_dragon/madam_mim-purple_dragon-large.png,7,True,Madam Mim - Purple Dragon,Character,"Evasive (Only characters with Evasive can challenge this character.)\nI Win, I Win!: When you play this character, banish her or return another 2 chosen characters of yours to your hand.","Storyborn, Villain, Sorcerer, Dragon",4.0,7.0,5.0,,Evasive,"['Evasive', '\\nI Win, I Win!']"
2_48,Amethyst,https://lorcana-api.com/images/madam_mim/rival_of_merlin/madam_mim-rival_of_merlin-large.png,5,True,Madam Mim - Rival of Merlin,Character,"Shift 3 (You may play 3 {i} to play this on top of one of your characters named Madam Mim.)
Gruesome And Grim: {e} - Play a character with cost 4 or less for free. They gain Rush. At the end of the turn, banish them. (They can challenge the turn they're played)","Floodborn, Villain, Sorcerer",2.0,5.0,2.0,,"Shift 3, Rush","['Shift 3', 'Gruesome And Grim']"
2_49,Amethyst,https://lorcana-api.com/images/madam_mim/snake/madam_mim-snake-large.png,2,True,Madam Mim - Snake,Character,"Just You Wait: When you play this character, banish her or return another chosen character of yours to your hand.","Storyborn, Villain, Sorcerer",1.0,3.0,3.0,,,['Just You Wait']
2_5,Amber,https://lorcana-api.com/images/doc/leader_of_the_seven_dwarfs/doc-leader_of_the_seven_dwarfs-large.png,3,True,Doc - Leader of the Seven Dwarfs,Character,"Share and Share Alike: Whenever this character quests, you pay 1 {i} less for the next character you play this turn.","Storyborn, Ally, Seven Dwarfs",2.0,3.0,2.0,,,['Share and Share Alike']
2_50,Amethyst,https://lorcana-api.com/images/merlin/crab/merlin-crab-large.png,3,True,Merlin - Crab,Character,"Ready Or Not!: When you play this character and when he leaves play, chosen characters gain Challenger +3 this turn. (They get +3 {s} while challenging.)","Storyborn, Mentor, Sorcerer",1.0,3.0,3.0,,Challenger +3,['Ready Or Not!']
2_51,Amethyst,https://lorcana-api.com/images/merlin/goat/merlin-goat-large.png,4,True,Merlin - Goat,Character,"Here I Come!: When you play this character and when he leaves play, gain 1 lore.","Storyborn, Mentor, Sorcerer",1.0,3.0,4.0,,,['Here I Come!']
2_52,Amethyst,https://lorcana-api.com/images/merlin/rabbit/merlin-rabbit-large.png,4,False,Merlin - Rabbit,Character,"Hoppity Hip!: When you play this character and when he leaves play, you may draw a card.","Storyborn, Mentor, Sorcerer",1.0,3.0,2.0,,,['Hoppity Hip!']
2_53,Amethyst,https://lorcana-api.com/images/merlin/shapeshifter/merlin-shapeshifter-large.png,4,True,Merlin - Shapeshifter,Character,"Battle Of Wits: Whenever one of your other characters is returned to your hand from play, this characters get +1 {l} this turn.","Storyborn, Mentor, Sorcerer",1.0,5.0,1.0,,,['Battle Of Wits']
2_54,Amethyst,https://lorcana-api.com/images/merlin/squirrel/merlin-squirrel-large.png,2,True,Merlin - Squirrel,Character,"Look Before You Leap: When you play this character and when he leaves play, look at the top card of your deck. Put it on either the top or the bottom of your deck.","Storyborn, Mentor, Sorcerer",1.0,1.0,2.0,,,['Look Before You Leap']
2_55,Amethyst,https://lorcana-api.com/images/peter_pan's_shadow/not_sewn_on/peter_pan's_shadow-not_sewn_on-large.png,4,False,Peter Pan's Shadow - Not Sewn On,Character,"Evasive (Only characters with Evasive can challenge this character.)
Rush (This character can challenge the turn they're played.)
Tiptoe: Your other characters with Rush gain Evasive.","Storyborn, Ally",2.0,3.0,2.0,,"Evasive, Rush","['Evasive', 'Rush', 'Tiptoe']"
2_56,Amethyst,https://lorcana-api.com/images/pinocchio/star_attraction/pinocchio-star_attraction-large.png,2,False,Pinocchio - Star Attraction,Character,,"Storyborn, Hero",3.0,1.0,1.0,,,[]
2_57,Amethyst,https://lorcana-api.com/images/pinocchio/on_the_run/pinocchio-on_the_run-large.png,5,False,Pinocchio - On The Run,Character,"Shift 3 (You pay 3 {i} to play this on top of one of your characters named Pinocchio.)
Listen To Your Conscience: When you play this character, you may return chosen character or item with cost 3 or less to their player's hand.","Floodborn, Hero",2.0,3.0,3.0,,Shift 3,"['Shift 3', 'Listen To Your Conscience']"
2_58,Amethyst,https://lorcana-api.com/images/pinocchio/talkative_pupper/pinocchio-talkative_pupper-large.png,2,False,Pinocchio - Talkative Pupper,Character,"Telling Lies: When you play this character, you may exert chosen opposing character.","Storyborn, Hero",1.0,1.0,1.0,,,['Telling Lies']
2_59,Amethyst,https://lorcana-api.com/images/winnie_the_pooh/hunny_wizard/winnie_the_pooh-hunny_wizard-large.png,5,True,Winnie The Pooh - Hunny Wizard,Character,,"Dreamborn, Hero, Sorcerer",2.0,5.0,5.0,,,[]
2_6,Amber,https://lorcana-api.com/images/dopey/always_playful/dopey-always_playful-large.png,3,True,Dopey - Always Playful,Character,"Odd One Out: When this character is banished, your other Seven Dwarfs characters get +2 {s} until the start of your next turn.","Storyborn, Ally, Seven Dwarfs",1.0,2.0,2.0,,,['Odd One Out']
